arrival_update_on,company_id,location_id,working_period_id,sr_no,etd_departure,atd_departure,eta_destination,ata_destination,flight_date,eta_departure,departure_updated_on,shipment_id,mode,vessel_type,departure_source,arrival_source,remarks,carrier,carrier_vessel,company,job_no,location_name,location_code,voyage_no,departure_port_code,destination_port_code,departure_port_name,destination_port_name,transit_time_planned_days,no_of_transshipments,shipment_weight_kg,cargo_type,carrier_reliability_score,weather_severity_score,holiday_flag,shipment_delay_days,check_delay
2025-06-26 02:12:18,195,1066,17,707,2025-05-20 02:12:18,2025-05-22 02:12:18,2025-06-17 02:12:18,2025-06-24 02:12:18,2025-05-20 20:12:18,2025-05-19 18:12:18,2025-05-24 01:12:18,591775,Sea,Bulk Carrier,System,System,Berthing Delay,Maersk,COSCO Shipping Taurus,Oceanic Pvt Ltd,JOB200706,Los Angeles,DXB,VOY813E,HAM,SIN,Hamburg,Singapore Port,28,0,4871,Dry Container,0.94,2,0,7,7
2025-01-20 15:20:25,178,1679,18,708,2024-12-09 23:20:25,2024-12-11 23:20:25,2025-01-06 23:20:25,2025-01-19 23:20:25,2024-12-10 14:20:25,2024-12-10 06:20:25,2024-12-13 09:20:25,532633,Sea,Tanker,Manual,Manual,Customs Hold,MSC,Maersk Alabama,GlobalFreight,JOB200707,Singapore,LAX,VOY968N,KHJ,LAX,Khurja ICD,Los Angeles,28,0,2893,Bulk,0.87,0,1,13,13
2024-10-09 06:22:19,148,1910,2,709,2024-09-21 07:22:19,2024-09-23 07:22:19,2024-09-26 07:22:19,2024-10-08 07:22:19,2024-09-22 15:22:19,2024-09-21 06:22:19,2024-09-23 22:22:19,514862,Sea,Container Ship,Manual,System,Berthing Delay,COSCO,Evergreen Ever Given,GlobalFreight,JOB200708,Hamburg,BOM,VOY922N,SHA,LCH,Shanghai Port,Laem Chabang,5,0,8436,Reefer,0.85,4,1,12,12
2024-06-30 00:23:53,100,1050,1,710,2024-06-09 21:23:53,2024-06-12 21:23:53,2024-06-21 21:23:53,2024-06-29 21:23:53,2024-06-10 16:23:53,2024-06-10 04:23:53,2024-06-13 21:23:53,585991,Sea,Tanker,Manual,System,Customs Hold,CMA CGM,COSCO Shipping Taurus,GlobalFreight,JOB200709,Los Angeles,RTM,VOY520S,SHA,PUS,Shanghai Port,Busan,12,1,4325,Reefer,0.93,0,1,8,8
2026-01-23 02:31:16,133,1165,1,711,2025-12-15 23:31:16,2025-12-17 23:31:16,2026-01-08 23:31:16,2026-01-22 23:31:16,2025-12-16 14:31:16,2025-12-15 20:31:16,2025-12-18 19:31:16,541254,Sea,Bulk Carrier,Manual,Manual,Berthing Delay,MSC,ONE Apus,Oceanic Pvt Ltd,JOB200710,Los Angeles,BOM,VOY798E,KHJ,PTL,Khurja ICD,ICD Patli,24,1,5713,Hazardous,0.9,2,1,14,14
2024-07-15 18:45:19,198,1428,11,712,2024-06-20 10:45:19,2024-06-22 10:45:19,2024-07-04 10:45:19,2024-07-15 10:45:19,2024-06-20 09:45:19,2024-06-20 20:45:19,2024-06-24 02:45:19,537904,Sea,Container Ship,System,Manual,Customs Hold,Maersk,Maersk Alabama,GlobalFreight,JOB200711,Los Angeles,RTM,VOY924N,JNPT,RTM,Nhava Sheva (JNPT),Rotterdam,14,2,8729,Reefer,0.93,0,0,11,11
2025-07-16 21:52:18,160,1318,13,713,2025-06-23 15:52:18,2025-06-25 15:52:18,2025-07-07 15:52:18,2025-07-15 15:52:18,2025-06-24 21:52:18,2025-06-23 07:52:18,2025-06-27 11:52:18,541419,Sea,Tanker,System,Manual,On Schedule,Yang Ming,ONE Apus,LogiCorp,JOB200712,Mumbai,DXB,VOY264S,SHA,RTM,Shanghai Port,Rotterdam,14,1,4621,Bulk,0.84,0,0,8,8
2024-11-14 14:04:33,166,1405,16,714,2024-10-16 08:04:33,2024-10-15 08:04:33,2024-11-08 08:04:33,2024-11-14 08:04:33,2024-10-17 09:04:33,2024-10-16 18:04:33,2024-10-16 14:04:33,564819,Sea,Tanker,System,System,On Schedule,ONE,Maersk Alabama,LogiCorp,JOB200713,Los Angeles,LAX,VOY934E,PUS,KHJ,Busan,Khurja ICD,23,1,4488,Bulk,0.87,3,0,6,6
2026-01-14 12:49:30,167,1257,8,715,2025-12-24 02:49:30,2025-12-23 02:49:30,2026-01-05 02:49:30,2026-01-14 02:49:30,2025-12-24 03:49:30,2025-12-24 13:49:30,2025-12-23 05:49:30,599578,Sea,Bulk Carrier,Manual,System,Berthing Delay,Evergreen,Yang Ming Glory,Oceanic Pvt Ltd,JOB200714,Hamburg,LAX,VOY238W,KHJ,HAM,Khurja ICD,Hamburg,12,1,100,Hazardous,0.88,4,0,9,9
2025-01-17 01:28:14,164,1332,9,716,2024-12-24 05:28:14,2024-12-27 05:28:14,2025-01-08 05:28:14,2025-01-15 05:28:14,2024-12-24 07:28:14,2024-12-24 04:28:14,2024-12-29 05:28:14,598621,Sea,Bulk Carrier,System,System,Berthing Delay,COSCO,CMA CGM Marco Polo,Oceanic Pvt Ltd,JOB200715,Rotterdam,HAM,VOY272E,HAM,PUS,Hamburg,Busan,15,1,4396,Bulk,0.9,2,1,7,7
2024-10-12 13:49:41,193,2000,16,717,2024-09-19 22:49:41,2024-09-22 22:49:41,2024-10-05 22:49:41,2024-10-10 22:49:41,2024-09-21 09:49:41,2024-09-20 07:49:41,2024-09-24 22:49:41,581368,Sea,Tanker,System,Manual,Berthing Delay,Hapag-Lloyd,COSCO Shipping Taurus,Oceanic Pvt Ltd,JOB200716,Dubai,DXB,VOY965N,SHA,RTM,Shanghai Port,Rotterdam,16,0,6017,Bulk,0.87,1,1,5,5
2024-06-01 22:49:46,200,1396,8,718,2024-05-11 19:49:46,2024-05-14 19:49:46,2024-05-20 19:49:46,2024-06-01 19:49:46,2024-05-12 21:49:46,2024-05-11 08:49:46,2024-05-14 23:49:46,533414,Sea,Bulk Carrier,System,System,Berthing Delay,Maersk,Maersk Alabama,GlobalFreight,JOB200717,Dubai,RTM,VOY651W,DDR,RTM,Dadri ICD,Rotterdam,9,0,3671,Reefer,0.94,2,0,12,12
2024-10-02 10:44:09,108,1862,14,719,2024-09-14 02:44:09,2024-09-16 02:44:09,2024-09-24 02:44:09,2024-10-01 02:44:09,2024-09-14 22:44:09,2024-09-14 01:44:09,2024-09-16 20:44:09,522577,Sea,Bulk Carrier,Manual,Manual,Customs Hold,Evergreen,Hapag-Lloyd Jakarta Express,Oceanic Pvt Ltd,JOB200718,Rotterdam,SIN,VOY112N,CIC,PTL,Inland Chennai ICD,ICD Patli,10,0,6282,Dry Container,0.89,4,0,7,7
2025-10-16 17:38:27,187,1666,11,720,2025-09-28 11:38:27,2025-10-01 11:38:27,2025-10-10 11:38:27,2025-10-16 11:38:27,2025-09-29 16:38:27,2025-09-28 06:38:27,2025-10-01 11:38:27,584364,Sea,Tanker,System,System,Port Congestion,CMA CGM,Evergreen Ever Given,Oceanic Pvt Ltd,JOB200719,Los Angeles,LAX,VOY804N,TSN,LCH,Tianjin,Laem Chabang,12,0,6789,Bulk,0.89,4,1,6,6
2025-10-03 15:52:39,157,1697,5,721,2025-09-16 09:52:39,2025-09-16 09:52:39,2025-09-24 09:52:39,2025-10-02 09:52:39,2025-09-16 14:52:39,2025-09-16 05:52:39,2025-09-16 15:52:39,549393,Sea,Container Ship,System,System,Port Congestion,COSCO,MSC Isabella,GlobalFreight,JOB200720,Hamburg,SIN,VOY535S,PTL,KHJ,ICD Patli,Khurja ICD,8,1,6885,Bulk,0.88,1,1,8,8
2024-04-28 22:24:30,182,1675,18,722,2024-04-12 16:24:30,2024-04-15 16:24:30,2024-04-17 16:24:30,2024-04-28 16:24:30,2024-04-12 11:24:30,2024-04-12 19:24:30,2024-04-16 01:24:30,503943,Sea,Bulk Carrier,System,System,Weather Delay,ONE,Maersk Alabama,GlobalFreight,JOB200721,Los Angeles,BOM,VOY764S,LCH,TSN,Laem Chabang,Tianjin,5,1,6124,Reefer,0.86,1,0,11,11
2024-04-27 01:57:47,148,1117,2,723,2024-04-04 01:57:47,2024-04-07 01:57:47,2024-04-22 01:57:47,2024-04-26 01:57:47,2024-04-04 16:57:47,2024-04-03 13:57:47,2024-04-08 06:57:47,566574,Sea,Tanker,Manual,Manual,On Schedule,Maersk,Maersk Mc-Kinney Moller,LogiCorp,JOB200722,Los Angeles,BOM,VOY115S,LAX,RTM,Los Angeles,Rotterdam,18,0,2795,Bulk,0.92,1,1,4,4
2024-11-19 00:58:57,135,1431,18,724,2024-10-25 00:58:57,2024-10-28 00:58:57,2024-11-10 00:58:57,2024-11-17 00:58:57,2024-10-25 18:58:57,2024-10-25 08:58:57,2024-10-28 03:58:57,518121,Sea,Container Ship,Manual,Manual,Berthing Delay,Evergreen,Hapag-Lloyd Jakarta Express,GlobalFreight,JOB200723,Rotterdam,HAM,VOY163S,PTL,PUS,ICD Patli,Busan,16,0,918,Dry Container,0.84,0,0,7,7
2024-06-22 05:20:50,142,1020,2,725,2024-06-03 05:20:50,2024-06-06 05:20:50,2024-06-10 05:20:50,2024-06-21 05:20:50,2024-06-02 21:20:50,2024-06-03 06:20:50,2024-06-07 09:20:50,556734,Sea,Tanker,Manual,Manual,Customs Hold,Hapag-Lloyd,MSC Zoe,LogiCorp,JOB200724,Mumbai,BOM,VOY568W,PTL,RTM,ICD Patli,Rotterdam,7,1,4230,Hazardous,0.87,2,1,11,11
2025-12-09 10:26:30,198,1633,16,726,2025-11-04 19:26:30,2025-11-06 19:26:30,2025-11-28 19:26:30,2025-12-07 19:26:30,2025-11-05 00:26:30,2025-11-04 08:26:30,2025-11-08 08:26:30,568523,Sea,Tanker,System,Manual,Port Congestion,Maersk,Maersk Mc-Kinney Moller,LogiCorp,JOB200725,Singapore,SIN,VOY820S,HAM,SIN,Hamburg,Singapore Port,24,0,6521,Reefer,0.92,2,0,9,9
2024-11-14 23:57:05,181,1579,4,727,2024-10-20 12:57:05,2024-10-22 12:57:05,2024-11-10 12:57:05,2024-11-13 12:57:05,2024-10-21 09:57:05,2024-10-20 15:57:05,2024-10-23 23:57:05,569355,Sea,Tanker,Manual,System,Customs Hold,CMA CGM,MSC Isabella,LogiCorp,JOB200726,Rotterdam,LAX,VOY678W,RTM,JNPT,Rotterdam,Nhava Sheva (JNPT),21,1,2957,Hazardous,0.88,1,1,3,3
2025-01-06 02:29:31,158,1869,17,728,2024-12-18 06:29:31,2024-12-20 06:29:31,2025-01-01 06:29:31,2025-01-04 06:29:31,2024-12-18 16:29:31,2024-12-18 12:29:31,2024-12-22 06:29:31,573278,Sea,Container Ship,Manual,System,Customs Hold,Evergreen,MSC Isabella,LogiCorp,JOB200727,Los Angeles,BOM,VOY565W,SIN,TKD,Singapore Port,Tughlakabad ICD,14,0,5206,Bulk,0.87,1,0,3,3
2025-09-24 16:10:06,162,1303,13,729,2025-08-31 22:10:06,2025-08-30 22:10:06,2025-09-10 22:10:06,2025-09-22 22:10:06,2025-08-31 18:10:06,2025-09-01 05:10:06,2025-09-01 21:10:06,524232,Sea,Container Ship,System,System,Customs Hold,CMA CGM,Evergreen Ever Given,LogiCorp,JOB200728,Los Angeles,HAM,VOY622E,SHA,TSN,Shanghai Port,Tianjin,10,0,3093,Hazardous,0.85,1,1,12,12
2024-08-30 17:39:13,134,1938,5,730,2024-07-25 19:39:13,2024-07-26 19:39:13,2024-08-19 19:39:13,2024-08-28 19:39:13,2024-07-26 06:39:13,2024-07-25 10:39:13,2024-07-28 17:39:13,572555,Sea,Bulk Carrier,Manual,Manual,Berthing Delay,Maersk,CMA CGM Benjamin Franklin,LogiCorp,JOB200729,Rotterdam,SIN,VOY717W,DXB,PUS,Jebel Ali,Busan,25,2,3425,Reefer,0.94,0,0,9,9
2024-04-17 04:56:04,158,1175,7,731,2024-04-08 02:56:04,2024-04-09 02:56:04,2024-04-15 02:56:04,2024-04-16 02:56:04,2024-04-07 17:56:04,2024-04-07 18:56:04,2024-04-09 19:56:04,536496,Sea,Bulk Carrier,System,System,Port Congestion,Evergreen,Evergreen Ever Given,GlobalFreight,JOB200730,Rotterdam,HAM,VOY608N,TKD,LCH,Tughlakabad ICD,Laem Chabang,7,0,4515,Bulk,0.89,0,0,1,1
2024-04-05 06:19:24,198,1382,1,732,2024-03-10 02:19:24,2024-03-12 02:19:24,2024-03-25 02:19:24,2024-04-05 02:19:24,2024-03-11 00:19:24,2024-03-10 05:19:24,2024-03-13 02:19:24,508639,Sea,Container Ship,Manual,System,On Schedule,CMA CGM,CMA CGM Marco Polo,LogiCorp,JOB200731,Los Angeles,RTM,VOY936S,RTM,TKD,Rotterdam,Tughlakabad ICD,15,1,4668,Dry Container,0.85,4,0,11,11
2025-11-11 00:19:37,172,1139,7,733,2025-10-17 10:19:37,2025-10-18 10:19:37,2025-11-06 10:19:37,2025-11-10 10:19:37,2025-10-17 01:19:37,2025-10-16 23:19:37,2025-10-19 14:19:37,504302,Sea,Bulk Carrier,System,Manual,Port Congestion,CMA CGM,Maersk Mc-Kinney Moller,Oceanic Pvt Ltd,JOB200732,Hamburg,BOM,VOY935N,DXB,RTM,Jebel Ali,Rotterdam,20,0,5693,Dry Container,0.88,3,1,4,4
2025-12-28 23:00:50,171,1586,7,734,2025-12-04 18:00:50,2025-12-07 18:00:50,2025-12-21 18:00:50,2025-12-27 18:00:50,2025-12-05 19:00:50,2025-12-04 19:00:50,2025-12-08 20:00:50,545169,Sea,Container Ship,Manual,Manual,Berthing Delay,Hapag-Lloyd,CMA CGM Marco Polo,LogiCorp,JOB200733,Singapore,HAM,VOY188E,PUS,TKD,Busan,Tughlakabad ICD,17,1,5837,Dry Container,0.87,4,0,6,6
2025-01-29 04:30:56,178,1412,8,735,2025-01-03 06:30:56,2025-01-03 06:30:56,2025-01-23 06:30:56,2025-01-28 06:30:56,2025-01-04 12:30:56,2025-01-03 15:30:56,2025-01-04 17:30:56,524009,Sea,Container Ship,Manual,Manual,Weather Delay,MSC,Hapag-Lloyd Jakarta Express,GlobalFreight,JOB200734,Rotterdam,SIN,VOY930N,LAX,PTL,Los Angeles,ICD Patli,20,0,5459,Bulk,0.84,4,0,5,5
2024-10-20 05:30:02,170,1224,9,736,2024-09-19 01:30:02,2024-09-21 01:30:02,2024-10-04 01:30:02,2024-10-19 01:30:02,2024-09-20 02:30:02,2024-09-18 22:30:02,2024-09-21 13:30:02,571033,Sea,Tanker,System,Manual,Weather Delay,ONE,CMA CGM Benjamin Franklin,Oceanic Pvt Ltd,JOB200735,Dubai,SIN,VOY530N,JNPT,CIC,Nhava Sheva (JNPT),Inland Chennai ICD,15,1,5472,Bulk,0.84,3,0,15,15
2025-03-16 10:54:39,146,1983,13,737,2025-02-23 13:54:39,2025-02-26 13:54:39,2025-03-10 13:54:39,2025-03-15 13:54:39,2025-02-23 06:54:39,2025-02-23 06:54:39,2025-02-27 11:54:39,526999,Sea,Tanker,System,System,Port Congestion,Maersk,Evergreen Ever Given,LogiCorp,JOB200736,Los Angeles,RTM,VOY154W,CIC,TSN,Inland Chennai ICD,Tianjin,15,1,2566,Bulk,0.94,0,0,5,5
2025-02-02 13:21:13,176,1703,1,738,2025-01-18 05:21:13,2025-01-20 05:21:13,2025-01-28 05:21:13,2025-02-01 05:21:13,2025-01-17 23:21:13,2025-01-17 21:21:13,2025-01-21 05:21:13,543061,Sea,Bulk Carrier,Manual,Manual,On Schedule,COSCO,Hapag-Lloyd Jakarta Express,GlobalFreight,JOB200737,Hamburg,DXB,VOY848N,DDR,LCH,Dadri ICD,Laem Chabang,10,0,8424,Reefer,0.86,0,1,4,4
2025-07-25 19:27:57,107,1010,6,739,2025-07-10 23:27:57,2025-07-12 23:27:57,2025-07-22 23:27:57,2025-07-24 23:27:57,2025-07-11 09:27:57,2025-07-11 00:27:57,2025-07-14 11:27:57,599555,Sea,Tanker,System,System,Customs Hold,COSCO,COSCO Shipping Taurus,LogiCorp,JOB200738,Rotterdam,DXB,VOY422E,TKD,SHA,Tughlakabad ICD,Shanghai Port,12,0,3727,Reefer,0.87,2,1,2,2
2024-12-28 05:04:31,170,1050,12,740,2024-12-07 21:04:31,2024-12-07 21:04:31,2024-12-18 21:04:31,2024-12-27 21:04:31,2024-12-08 23:04:31,2024-12-08 07:04:31,2024-12-09 02:04:31,597407,Sea,Tanker,Manual,System,Weather Delay,COSCO,MSC Isabella,GlobalFreight,JOB200739,Mumbai,BOM,VOY447N,TSN,HAM,Tianjin,Hamburg,11,0,4929,Dry Container,0.82,3,1,9,9
2025-07-08 19:13:53,164,1626,10,741,2025-06-10 06:13:53,2025-06-09 06:13:53,2025-07-01 06:13:53,2025-07-08 06:13:53,2025-06-09 20:13:53,2025-06-09 20:13:53,2025-06-10 09:13:53,509438,Sea,Tanker,Manual,System,Weather Delay,COSCO,Hapag-Lloyd Jakarta Express,GlobalFreight,JOB200740,Rotterdam,LAX,VOY891N,LAX,TKD,Los Angeles,Tughlakabad ICD,21,1,5380,Reefer,0.85,4,1,7,7
2024-10-25 21:55:26,173,1013,1,742,2024-09-25 19:55:26,2024-09-24 19:55:26,2024-10-16 19:55:26,2024-10-24 19:55:26,2024-09-26 19:55:26,2024-09-25 19:55:26,2024-09-26 02:55:26,574867,Sea,Bulk Carrier,System,System,Port Congestion,Hapag-Lloyd,COSCO Shipping Taurus,Oceanic Pvt Ltd,JOB200741,Hamburg,SIN,VOY482E,RTM,SIN,Rotterdam,Singapore Port,21,0,5038,Hazardous,0.88,2,0,8,8
2025-09-16 08:27:00,102,1002,13,743,2025-08-27 12:27:00,2025-08-30 12:27:00,2025-09-07 12:27:00,2025-09-14 12:27:00,2025-08-27 14:27:00,2025-08-27 15:27:00,2025-08-31 11:27:00,560093,Sea,Bulk Carrier,System,Manual,Customs Hold,Hapag-Lloyd,COSCO Shipping Taurus,LogiCorp,JOB200742,Dubai,DXB,VOY590E,TKD,DDR,Tughlakabad ICD,Dadri ICD,11,1,5387,Bulk,0.88,0,0,7,7
2025-02-10 18:28:43,107,1642,6,744,2025-01-18 02:28:43,2025-01-21 02:28:43,2025-02-06 02:28:43,2025-02-10 02:28:43,2025-01-19 03:28:43,2025-01-18 11:28:43,2025-01-21 13:28:43,575062,Sea,Tanker,System,System,Weather Delay,MSC,ONE Apus,Oceanic Pvt Ltd,JOB200743,Rotterdam,BOM,VOY420E,RTM,PTL,Rotterdam,ICD Patli,19,0,7813,Dry Container,0.88,0,0,4,4
2025-04-20 09:08:00,114,1090,13,745,2025-03-19 18:08:00,2025-03-20 18:08:00,2025-04-06 18:08:00,2025-04-19 18:08:00,2025-03-19 15:08:00,2025-03-19 18:08:00,2025-03-20 18:08:00,558205,Sea,Container Ship,System,System,Customs Hold,Maersk,ONE Apus,GlobalFreight,JOB200744,Rotterdam,SIN,VOY959N,DXB,LAX,Jebel Ali,Los Angeles,18,1,2951,Bulk,0.89,4,1,13,13
2024-10-12 16:19:53,185,1823,6,746,2024-09-08 02:19:53,2024-09-07 02:19:53,2024-10-03 02:19:53,2024-10-12 02:19:53,2024-09-08 16:19:53,2024-09-07 14:19:53,2024-09-07 17:19:53,590992,Sea,Container Ship,Manual,Manual,Customs Hold,ONE,CMA CGM Benjamin Franklin,GlobalFreight,JOB200745,Dubai,BOM,VOY189S,LCH,TKD,Laem Chabang,Tughlakabad ICD,25,1,3340,Bulk,0.87,3,1,9,9
2025-12-06 05:27:46,155,1717,6,747,2025-11-22 05:27:46,2025-11-25 05:27:46,2025-12-02 05:27:46,2025-12-06 05:27:46,2025-11-22 05:27:46,2025-11-21 20:27:46,2025-11-25 16:27:46,584808,Sea,Tanker,System,System,Customs Hold,Maersk,MSC Isabella,GlobalFreight,JOB200746,Mumbai,LAX,VOY229N,PTL,TSN,ICD Patli,Tianjin,10,0,4656,Hazardous,0.94,0,1,4,4
2025-04-09 17:29:34,175,1901,11,748,2025-03-15 06:29:34,2025-03-18 06:29:34,2025-03-28 06:29:34,2025-04-08 06:29:34,2025-03-16 16:29:34,2025-03-15 12:29:34,2025-03-18 11:29:34,598254,Sea,Bulk Carrier,Manual,System,On Schedule,Maersk,Maersk Mc-Kinney Moller,Oceanic Pvt Ltd,JOB200747,Los Angeles,LAX,VOY891N,PUS,JNPT,Busan,Nhava Sheva (JNPT),13,0,9954,Dry Container,0.92,0,1,11,11
2026-01-02 15:14:52,135,1339,10,749,2025-12-13 09:14:52,2025-12-16 09:14:52,2025-12-22 09:14:52,2026-01-01 09:14:52,2025-12-14 05:14:52,2025-12-12 22:14:52,2025-12-16 20:14:52,586161,Sea,Container Ship,System,System,Berthing Delay,MSC,Maersk Alabama,LogiCorp,JOB200748,Mumbai,BOM,VOY883S,SHA,PUS,Shanghai Port,Busan,9,0,7315,Reefer,0.93,4,0,10,10
2025-05-09 00:12:43,127,1748,5,750,2025-04-22 17:12:43,2025-04-23 17:12:43,2025-05-03 17:12:43,2025-05-07 17:12:43,2025-04-23 22:12:43,2025-04-23 04:12:43,2025-04-24 10:12:43,568799,Sea,Tanker,System,System,Berthing Delay,MSC,CMA CGM Benjamin Franklin,Oceanic Pvt Ltd,JOB200749,Los Angeles,LAX,VOY740S,RTM,DDR,Rotterdam,Dadri ICD,11,1,2958,Reefer,0.91,0,0,4,4
2025-08-22 07:48:05,145,1870,5,751,2025-07-25 10:48:05,2025-07-25 10:48:05,2025-08-13 10:48:05,2025-08-20 10:48:05,2025-07-26 05:48:05,2025-07-25 20:48:05,2025-07-26 14:48:05,513531,Sea,Container Ship,Manual,System,On Schedule,COSCO,MSC Zoe,LogiCorp,JOB200750,Los Angeles,BOM,VOY230N,DDR,LAX,Dadri ICD,Los Angeles,19,0,5493,Hazardous,0.86,2,0,7,7
2024-12-11 18:58:30,168,1229,5,752,2024-11-12 05:58:30,2024-11-14 05:58:30,2024-11-26 05:58:30,2024-12-10 05:58:30,2024-11-13 08:58:30,2024-11-12 17:58:30,2024-11-14 11:58:30,509311,Sea,Tanker,System,System,Port Congestion,MSC,COSCO Shipping Taurus,LogiCorp,JOB200751,Singapore,HAM,VOY102N,DXB,TKD,Jebel Ali,Tughlakabad ICD,14,1,4288,Dry Container,0.9,3,1,14,14
2024-11-19 15:40:10,108,1634,13,753,2024-10-20 16:40:10,2024-10-20 16:40:10,2024-11-12 16:40:10,2024-11-17 16:40:10,2024-10-20 21:40:10,2024-10-20 16:40:10,2024-10-22 02:40:10,521260,Sea,Container Ship,System,System,On Schedule,ONE,MSC Zoe,Oceanic Pvt Ltd,JOB200752,Singapore,BOM,VOY981S,LCH,TKD,Laem Chabang,Tughlakabad ICD,23,2,3874,Dry Container,0.85,2,1,5,5
2025-03-28 06:35:19,146,1370,2,754,2025-03-08 18:35:19,2025-03-07 18:35:19,2025-03-16 18:35:19,2025-03-26 18:35:19,2025-03-09 07:35:19,2025-03-08 15:35:19,2025-03-09 02:35:19,576180,Sea,Bulk Carrier,Manual,Manual,On Schedule,ONE,ONE Apus,Oceanic Pvt Ltd,JOB200753,Singapore,SIN,VOY961W,TSN,KHJ,Tianjin,Khurja ICD,8,0,5042,Reefer,0.79,2,0,10,10
2025-08-06 03:03:48,115,1090,10,755,2025-07-11 03:03:48,2025-07-11 03:03:48,2025-07-30 03:03:48,2025-08-05 03:03:48,2025-07-11 18:03:48,2025-07-10 19:03:48,2025-07-11 11:03:48,533518,Sea,Container Ship,Manual,System,Customs Hold,MSC,ONE Apus,GlobalFreight,JOB200754,Los Angeles,HAM,VOY452N,HAM,DDR,Hamburg,Dadri ICD,19,0,1948,Bulk,0.89,2,0,6,6
2024-04-25 16:27:14,110,1673,20,756,2024-03-19 18:27:14,2024-03-19 18:27:14,2024-04-10 18:27:14,2024-04-23 18:27:14,2024-03-21 03:27:14,2024-03-20 00:27:14,2024-03-20 13:27:14,589482,Sea,Bulk Carrier,Manual,System,Weather Delay,Hapag-Lloyd,Maersk Alabama,GlobalFreight,JOB200755,Rotterdam,DXB,VOY751N,PUS,TKD,Busan,Tughlakabad ICD,22,1,4199,Reefer,0.91,2,1,13,13
2024-06-26 19:34:32,110,1723,12,757,2024-05-24 23:34:32,2024-05-23 23:34:32,2024-06-18 23:34:32,2024-06-24 23:34:32,2024-05-24 15:34:32,2024-05-25 08:34:32,2024-05-24 14:34:32,569337,Sea,Bulk Carrier,Manual,System,Customs Hold,ONE,CMA CGM Marco Polo,GlobalFreight,JOB200756,Rotterdam,RTM,VOY158E,PUS,LAX,Busan,Los Angeles,25,0,2152,Hazardous,0.86,3,1,6,6
2025-02-16 09:06:30,150,1395,20,758,2025-01-22 21:06:30,2025-01-23 21:06:30,2025-02-08 21:06:30,2025-02-14 21:06:30,2025-01-23 02:06:30,2025-01-23 09:06:30,2025-01-25 03:06:30,565901,Sea,Bulk Carrier,System,Manual,Weather Delay,MSC,Yang Ming Glory,Oceanic Pvt Ltd,JOB200757,Dubai,BOM,VOY511E,TKD,KHJ,Tughlakabad ICD,Khurja ICD,17,1,5912,Reefer,0.89,2,1,6,6
2024-11-08 22:09:52,200,1962,12,759,2024-10-14 08:09:52,2024-10-16 08:09:52,2024-10-30 08:09:52,2024-11-07 08:09:52,2024-10-14 16:09:52,2024-10-14 14:09:52,2024-10-16 17:09:52,549976,Sea,Bulk Carrier,Manual,Manual,Weather Delay,Maersk,COSCO Haiphong,LogiCorp,JOB200758,Dubai,BOM,VOY108E,PTL,CIC,ICD Patli,Inland Chennai ICD,16,0,7044,Hazardous,0.89,2,0,8,8
2024-07-20 19:25:04,125,1253,6,760,2024-07-05 02:25:04,2024-07-06 02:25:04,2024-07-16 02:25:04,2024-07-19 02:25:04,2024-07-06 03:25:04,2024-07-05 03:25:04,2024-07-07 12:25:04,515249,Sea,Bulk Carrier,Manual,Manual,Weather Delay,MSC,COSCO Haiphong,GlobalFreight,JOB200759,Mumbai,SIN,VOY702N,HAM,RTM,Hamburg,Rotterdam,11,0,7025,Hazardous,0.93,1,1,3,3
2024-07-15 18:02:50,170,1457,3,761,2024-06-24 13:02:50,2024-06-23 13:02:50,2024-07-04 13:02:50,2024-07-15 13:02:50,2024-06-25 23:02:50,2024-06-24 18:02:50,2024-06-24 12:02:50,536811,Sea,Bulk Carrier,System,System,Customs Hold,Maersk,CMA CGM Marco Polo,GlobalFreight,JOB200760,Rotterdam,HAM,VOY118N,PUS,DDR,Busan,Dadri ICD,10,1,9106,Reefer,0.9,3,1,11,11
2024-08-07 14:18:25,143,1896,5,762,2024-07-20 18:18:25,2024-07-19 18:18:25,2024-07-30 18:18:25,2024-08-05 18:18:25,2024-07-21 08:18:25,2024-07-20 13:18:25,2024-07-21 03:18:25,558288,Sea,Bulk Carrier,Manual,System,Port Congestion,MSC,CMA CGM Marco Polo,Oceanic Pvt Ltd,JOB200761,Singapore,HAM,VOY766W,SIN,SHA,Singapore Port,Shanghai Port,10,0,4629,Bulk,0.9,3,0,6,6
2024-06-13 11:40:32,183,1531,2,763,2024-05-31 10:40:32,2024-05-30 10:40:32,2024-06-08 10:40:32,2024-06-13 10:40:32,2024-05-31 18:40:32,2024-05-30 23:40:32,2024-05-31 09:40:32,503318,Sea,Container Ship,Manual,System,Weather Delay,CMA CGM,Maersk Mc-Kinney Moller,LogiCorp,JOB200762,Rotterdam,DXB,VOY385N,DDR,CIC,Dadri ICD,Inland Chennai ICD,8,0,4593,Bulk,0.87,3,0,5,5
2024-04-20 05:22:45,125,1387,20,764,2024-04-03 03:22:45,2024-04-03 03:22:45,2024-04-13 03:22:45,2024-04-20 03:22:45,2024-04-02 22:22:45,2024-04-03 02:22:45,2024-04-03 15:22:45,546014,Sea,Tanker,System,Manual,Weather Delay,CMA CGM,MSC Isabella,GlobalFreight,JOB200763,Mumbai,LAX,VOY408S,LCH,TKD,Laem Chabang,Tughlakabad ICD,10,1,5297,Reefer,0.85,4,1,7,7
